,PREMIUM_CHARGED,NO_CLAIM_DISCOUNT,SPECIAL_DISCOUNT,SUM_INSURED,LOADINGS,FLAG_POLICY_TYPE_OF_COVER_CHANGE_IN_LAST_12_MONTHS,POLICY_HISTORY_AGE,POLICY_TERM,COMPANY_LOADINGS,type_of_cover,transaction_type,client_gender,open_restricted_flag,pa_driver_included,vehicle_condition,flag_vehicle_condition,flag_vehicle_type_on_seating_capacity
49005,11641.25985,0.2,0.22,102304.0,0.11,0,0,12,0.3,0,5,1,0,0,1,1,1
46847,1978.347896,0.27,0.23,91253.2,0.09,0,1,12,0.35,2,5,1,0,0,1,1,2
1455,13907.53322,0.05,0.3,87366.75,0.23,0,1,12,0.35,0,5,1,0,1,1,1,0
30115,9919.351754000001,0.25,0.32,95245.0,0.13,0,0,12,0.3,0,5,1,1,0,1,0,2
42551,1788.138196,0.15,0.23,64342.17,0.08,0,2,12,0.38,2,5,0,0,0,1,1,2
7018,6833.727502,0.24,0.31,88949.07,0.09,0,2,12,0.38,1,5,0,0,0,0,1,2
47724,15773.990890000001,0.19,0.25,124941.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
41072,9382.827,0.24,0.32,105250.0,0.05,0,0,12,0.3,0,5,0,0,0,1,1,0
37476,1301.528275,0.25,0.29,73551.85,0.08,0,1,12,0.35,2,5,0,0,0,2,0,0
22379,5646.9111,0.31,0.33,59867.1,0.1,0,2,12,0.38,0,5,1,0,1,1,1,1
21017,9106.818264,0.31,0.32,92343.8,0.08,0,1,12,0.35,0,5,0,1,0,2,1,2
45654,7917.385235,0.3,0.39,89041.6,0.07,0,1,12,0.35,0,5,0,0,0,2,1,0
35055,743.6405187,0.26,0.37,40981.1,0.1,0,1,12,0.35,2,5,0,1,0,1,1,0
26224,2329.2316690000002,0.09,0.28,98449.0,0.12,0,0,12,0.3,2,5,0,0,0,0,1,1
4948,5106.586901,0.2,0.27,56416.32,0.22,0,2,12,0.38,1,5,1,0,0,2,1,0
56025,4493.655057,0.2,0.26,32059.08,0.11,0,2,12,0.38,0,5,1,0,0,1,0,0
55431,1945.9752870000002,0.27,0.37,112811.55,0.06,0,1,12,0.35,2,5,1,0,0,2,1,1
20002,1497.572309,0.33,0.25,82010.0,0.13,0,0,12,0.3,2,5,1,0,0,1,1,1
54759,2131.477722,0.25,0.33,130797.0,0.11,0,0,12,0.3,2,5,1,0,0,1,1,0
27507,13494.94486,0.19,0.19,98080.0,0.11,0,0,12,0.3,0,5,0,0,0,0,0,0
18252,2455.622632,0.31,0.14,116833.0,0.09,0,0,12,0.3,2,5,1,0,0,1,1,0
11609,2605.200986,0.24,0.25,138824.45,0.07,0,1,12,0.35,2,5,1,0,1,2,1,0
17724,1543.3715869999999,0.28,0.27,81081.55,0.07,0,1,12,0.35,2,5,1,0,0,1,1,0
48941,15376.325369999999,0.23,0.25,127861.45,0.07,0,1,12,0.35,0,5,1,0,0,2,0,0
18939,12344.59285,0.32,0.31,119636.35,0.13,0,0,6,0.35,0,5,1,0,1,1,1,0
991,7622.14791,0.2,0.36,66330.9,0.21,0,2,12,0.38,0,5,0,0,0,0,0,0
36826,1357.558192,0.2,0.35,75171.0,0.11,0,0,12,0.3,2,5,1,1,0,2,0,0
27970,4438.61809,0.22,0.36,87401.9,0.15,0,1,12,0.35,1,5,0,0,0,1,1,2
57812,12088.58858,0.15,0.24,85851.5,0.12,0,1,12,0.35,0,5,1,0,0,1,0,0
45709,8185.923755,0.24,0.27,61213.725,0.13,0,2,12,0.38,0,5,1,0,1,1,0,0
7099,12650.647579999999,0.24,0.32,104326.245,0.1,0,2,12,0.38,0,5,0,0,1,2,1,0
12900,6766.117606,0.23,0.24,56145.0,0.09,0,0,12,0.3,0,5,0,0,0,1,1,0
25042,15284.86809,0.22,0.26,118320.6,0.1,0,1,12,0.35,0,5,0,1,0,1,1,0
24971,15357.384409999999,0.27,0.25,140065.0,0.06,0,0,12,0.3,0,5,1,0,0,1,1,0
44698,3407.2975850000003,0.12,0.31,38302.29,0.09,0,2,12,0.38,1,5,0,0,0,1,1,0
56933,10744.144540000001,0.22,0.33,94320.75,0.12,0,1,12,0.35,0,5,1,0,0,1,1,2
11159,5583.939675,0.26,0.32,53886.0,0.09,0,0,12,0.3,0,5,0,0,0,2,1,1
21109,9354.797566,0.23,0.34,90219.6,0.1,0,2,12,0.38,0,5,1,1,0,1,1,0
37815,10441.65877,0.22,0.25,94285.6,0.07,0,1,12,0.35,0,5,0,1,1,1,1,0
1600,11472.95127,0.05,0.3,81262.05,0.2,0,1,12,0.35,0,5,0,0,0,1,1,2
42799,1371.24195,0.25,0.24,70436.8,0.11,0,1,12,0.35,2,5,1,0,0,1,1,0
47443,13780.298819999998,0.22,0.22,100291.5,0.11,0,1,12,0.35,0,5,0,0,1,1,1,2
31850,1840.3403039999998,0.25,0.34,110853.6,0.09,0,1,12,0.35,2,5,1,0,0,1,0,1
37423,2109.67976,0.28,0.26,110357.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,0
42963,4347.350939,0.26,0.29,90749.0,0.11,0,0,12,0.3,1,5,0,0,0,1,1,0
7685,3373.7882299999997,0.36,0.32,86583.0,0.09,0,0,12,0.3,1,5,1,1,1,1,1,2
52070,2377.221865,0.26,0.25,119378.0,0.11,0,0,12,0.3,2,5,1,0,0,1,0,1
56865,1673.571953,0.25,0.23,79967.295,0.06,0,2,12,0.38,2,5,1,0,0,2,1,0
53992,12372.04456,0.23,0.27,104956.0,0.11,0,0,12,0.3,0,5,1,1,1,1,0,0
50924,5594.782925,0.29,0.3,59326.0,0.05,0,0,12,0.3,0,5,1,0,0,1,1,2
27196,2408.801602,0.23,0.21,94862.25,0.11,0,2,12,0.38,2,5,1,0,0,1,1,0
32158,1701.415589,0.19,0.33,81284.85,0.09,0,1,12,0.35,2,5,0,0,0,0,1,0
30786,8859.309785,0.29,0.33,94547.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,2
3287,11720.74637,0.2,0.34,88193.25,0.18,0,2,12,0.38,0,5,1,0,0,1,1,0
57611,12545.995859999999,0.26,0.29,118108.845,0.09,0,2,12,0.38,0,5,0,0,0,2,1,0
51588,8278.173782,0.18,0.37,68920.695,0.09,0,2,12,0.38,0,5,0,0,0,1,1,0
30340,10531.131379999999,0.19,0.23,90156.0,0.14,0,0,12,0.3,0,5,0,0,0,1,1,2
32708,2209.34763,0.22,0.31,125691.0,0.12,0,0,12,0.3,2,5,1,0,0,1,1,1
22223,11034.05716,0.26,0.36,101133.675,0.08,0,2,12,0.38,0,5,1,1,0,0,1,1
30987,11476.90695,0.2,0.26,107278.0,0.1,0,0,12,0.3,0,5,0,0,1,1,1,0
14219,5669.171143,0.26,0.36,58666.0,0.08,0,0,12,0.3,0,5,1,0,0,1,1,0
40696,836.9824719,0.05,0.28,45397.08,0.07,0,2,12,0.38,2,5,0,0,1,1,1,0
42898,3262.408601,0.19,0.23,53270.3,0.11,0,1,12,0.35,1,5,0,0,0,2,0,0
36490,1463.788947,0.38,0.32,89201.2,0.1,0,1,12,0.35,2,5,0,0,0,2,0,0
35583,11285.93211,0.25,0.27,92948.95,0.09,0,1,12,0.35,0,5,1,0,1,1,1,0
12353,4734.503338,0.28,0.29,100669.0,0.12,0,0,12,0.3,1,5,0,1,0,1,0,1
22851,10266.44435,0.22,0.35,102800.0,0.09,0,0,12,0.3,0,5,1,0,0,0,0,0
10498,11734.77083,0.3,0.23,97277.15,0.1,0,1,12,0.35,0,5,1,0,0,2,1,1
49911,1169.279556,0.24,0.42,69976.05,0.12,0,1,12,0.35,2,5,1,0,0,0,1,0
57916,9881.952755,0.22,0.26,87970.95,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
50738,1228.148678,0.27,0.31,57422.655,0.08,0,2,12,0.38,2,5,0,0,0,1,1,0
18910,1787.59932,0.24,0.19,78645.465,0.08,0,2,12,0.38,2,5,1,0,1,2,1,1
9075,1993.700178,0.24,0.26,92581.11,0.12,0,2,12,0.38,2,5,0,0,0,1,0,0
13761,6478.686148,0.19,0.33,76321.575,0.13,0,2,12,0.38,1,5,1,0,1,1,0,1
11269,4086.63816,0.26,0.32,103362.0,0.1,0,0,12,0.3,1,5,0,0,1,1,1,0
37152,621.1078311000001,0.24,0.31,36660.5,0.05,0,1,12,0.35,2,5,0,0,0,1,1,1
22951,11619.182270000001,0.23,0.28,92799.8,0.11,0,1,12,0.35,0,5,0,0,0,2,1,0
14535,1376.551218,0.22,0.33,77122.9,0.11,0,1,12,0.35,2,5,0,0,0,2,0,0
57331,7843.522331,0.27,0.29,64496.07,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
38312,7494.950445999999,0.05,0.28,54197.595,0.09,0,2,12,0.38,0,5,0,1,0,2,1,0
36289,20390.08861,0.05,0.24,129359.79,0.07,0,2,12,0.38,0,5,0,0,0,1,1,2
21544,2342.802728,0.26,0.4,150932.0,0.12,0,0,6,0.3,2,5,0,0,0,1,1,0
38728,9592.790747,0.24,0.32,91709.0,0.12,0,0,12,0.3,0,5,0,0,0,1,1,0
587,5485.595246,0.26,0.21,156721.0,0.13,0,0,12,0.3,1,6,0,0,0,1,1,2
5417,1855.736148,0.22,0.32,82398.06,0.08,0,2,12,0.38,2,5,1,0,0,1,1,0
18709,5982.400436999999,0.19,0.33,112263.4,0.11,0,1,12,0.35,1,5,1,0,0,1,1,2
20685,6606.008611,0.34,0.42,83038.0,0.1,0,0,12,0.3,0,5,0,0,0,1,1,0
40827,5532.651986,0.33,0.29,81687.555,0.09,0,2,12,0.38,1,5,0,1,0,1,1,2
36752,11530.293290000001,0.27,0.33,117717.0,0.06,0,0,12,0.3,0,5,1,0,0,2,1,0
22200,3767.653028,0.29,0.23,74909.0,0.12,0,0,12,0.3,1,5,1,0,0,1,1,2
45326,14565.8448,0.25,0.32,155220.0,0.12,0,0,12,0.3,0,5,1,0,0,1,0,1
58605,12691.73912,0.26,0.4,132170.175,0.06,0,2,12,0.38,0,5,0,0,0,1,1,2
15720,11721.58368,0.27,0.27,104650.1,0.08,0,1,12,0.35,0,5,0,1,0,1,1,1
32036,2186.4095199999997,0.23,0.31,49534.9,0.08,0,1,12,0.35,1,5,1,0,1,2,0,0
1058,5066.373215,0.21,0.35,67403.0,0.08,0,0,12,0.3,0,4,1,0,0,1,1,1
57242,12435.13601,0.25,0.28,100772.01,0.12,0,2,12,0.38,0,5,0,0,0,1,1,2
50564,14418.33395,0.23,0.28,117268.95,0.09,0,1,12,0.35,0,5,0,0,1,1,0,1
53291,2742.293558,0.2,0.16,121675.05,0.09,0,1,12,0.35,2,5,0,1,0,0,1,0
12561,2271.897533,0.16,0.4,138020.0,0.12,0,0,12,0.3,2,5,1,0,1,1,1,0
52275,2440.0032929999998,0.26,0.17,102064.2,0.1,0,1,12,0.35,2,5,1,0,1,1,1,2
34396,19525.63663,0.14,0.32,149184.2,0.1,0,1,12,0.35,0,5,1,0,0,1,0,0
6575,828.8919377999999,0.26,0.41,48711.915,0.14,0,2,12,0.38,2,5,1,0,0,1,1,0
10864,12660.16887,0.27,0.33,114613.7,0.11,0,1,12,0.35,0,5,1,0,0,2,1,2
2690,2224.807947,0.05,0.23,74742.2,0.15,0,1,12,0.35,2,5,1,1,0,1,1,2
9023,2419.4436170000004,0.27,0.35,131000.25,0.1,0,1,12,0.35,2,5,0,0,0,1,1,0
20007,1131.766852,0.17,0.45,67145.715,0.08,0,2,12,0.38,2,5,1,0,0,1,1,2
53657,6192.261177,0.23,0.2,89837.415,0.11,0,2,12,0.38,1,5,0,0,0,1,1,1
1585,7400.027092,0.2,0.32,53143.38,0.2,0,2,12,0.38,0,5,0,0,0,1,1,0
58821,2285.331328,0.23,0.33,138561.0,0.09,0,0,12,0.3,2,2,1,0,0,1,1,0
51952,1367.50566,0.23,0.24,70320.9,0.08,0,1,12,0.35,2,5,1,0,0,1,1,0
4880,10079.12993,0.05,0.37,69555.2,0.19,0,1,12,0.35,0,5,0,0,0,1,1,2
12182,5109.991345,0.26,0.31,77842.62,0.1,0,2,12,0.38,1,5,1,0,0,1,1,2
3643,3026.136928,0.2,0.3,96452.55,0.2,0,2,12,0.38,2,5,1,1,0,2,1,1
42065,1682.151442,0.31,0.35,94639.0,0.12,0,1,12,0.35,2,5,1,1,0,1,1,2
10026,4787.53257,0.25,0.33,103559.0,0.12,0,0,12,0.3,1,5,1,0,0,2,1,0
8907,7340.053886,0.32,0.36,78784.45,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
3656,2673.537016,0.23,0.27,131718.0,0.12,0,0,6,0.3,2,5,0,1,0,1,1,0
42754,8613.45755,0.14,0.31,76676.4,0.07,0,1,12,0.35,0,5,1,0,0,1,0,0
58151,5566.797177,0.31,0.32,117648.95,0.14,0,1,12,0.35,1,5,1,0,0,0,0,2
42594,11415.06166,0.3,0.39,130912.0,0.13,0,0,12,0.3,0,5,0,1,0,0,1,0
41180,1729.678809,0.2,0.36,87590.0,0.09,0,1,12,0.35,2,5,1,0,1,2,1,0
10502,1093.278593,0.35,0.38,70222.005,0.13,0,2,12,0.38,2,5,1,1,0,1,1,2
41768,7681.842908,0.3,0.27,71522.65,0.08,0,0,6,0.35,0,5,1,0,0,2,1,2
36984,2970.332637,0.18,0.28,55178.0,0.11,0,0,12,0.3,1,5,1,0,0,1,1,1
31048,13647.29272,0.32,0.33,144136.0,0.1,0,0,12,0.3,0,5,1,0,1,1,1,1
19668,7894.18305,0.18,0.37,172250.0,0.08,0,0,12,0.3,1,5,0,0,0,1,1,1
28380,1579.908596,0.33,0.32,104353.7,0.08,0,1,12,0.35,2,5,1,0,0,2,1,0
47547,5629.522886,0.24,0.23,103638.0,0.13,0,0,12,0.3,1,5,0,0,0,1,1,0
22232,6376.043912,0.25,0.38,64846.62,0.14,0,2,12,0.38,0,5,1,0,1,1,1,0
30709,13433.41725,0.31,0.28,128939.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,1
29410,5442.58637,0.28,0.33,50269.725,0.1,0,2,12,0.38,0,5,0,0,1,1,1,1
23684,1581.429181,0.29,0.28,95392.0,0.11,0,0,12,0.3,2,5,1,0,1,2,0,0
2977,2109.9148969999997,0.05,0.33,85164.65,0.15,0,1,12,0.35,2,5,0,0,0,2,1,1
15337,3656.3845869999996,0.26,0.32,30968.1,0.1,0,2,12,0.38,0,5,0,1,1,1,0,1
14366,15901.976069999999,0.24,0.25,138005.0,0.07,0,0,12,0.3,0,5,0,1,0,1,1,0
30186,11642.18318,0.14,0.37,89148.285,0.13,0,2,12,0.38,0,5,0,0,0,1,1,1
25721,7582.100783,0.21,0.34,155080.85,0.06,0,1,12,0.35,1,5,1,0,0,1,1,1
54409,2595.165772,0.29,0.26,131343.39,0.1,0,2,12,0.38,2,5,0,1,0,2,1,0
55377,5182.112520000001,0.22,0.25,48143.0,0.12,0,0,12,0.3,0,5,0,0,0,1,1,1
3280,6203.190738,0.05,0.34,107179.0,0.2,0,1,12,0.35,1,5,0,0,0,1,1,0
55054,8119.11692,0.32,0.29,71671.23,0.1,0,2,12,0.38,0,5,1,0,0,2,1,0
29739,15776.261380000002,0.31,0.3,141784.65,0.08,0,2,12,0.38,0,5,1,0,0,1,1,1
33074,1669.829772,0.27,0.24,84426.0,0.1,0,0,12,0.3,2,5,1,0,1,1,1,0
54407,2598.8908899999997,0.29,0.26,153618.0,0.1,0,0,12,0.3,2,5,0,1,0,2,1,0
37486,15165.88544,0.05,0.28,95363.28,0.09,0,2,12,0.38,0,5,1,0,0,1,1,0
35132,6115.683514,0.31,0.44,89204.0,0.08,0,0,12,0.3,0,5,0,1,1,1,1,0
54664,7136.501448,0.3,0.27,61286.4,0.12,0,1,12,0.35,0,5,1,0,0,1,1,1
12726,12898.091120000001,0.29,0.3,122646.0,0.12,0,0,12,0.3,0,5,1,1,0,1,1,0
30031,1845.12537,0.23,0.27,37980.0,0.1,0,0,12,0.3,1,5,1,0,0,1,0,0
30053,1971.8911480000002,0.16,0.32,104856.25,0.07,0,1,12,0.35,2,5,1,0,0,2,1,0
48550,9286.677868,0.26,0.28,79099.47,0.08,0,2,12,0.38,0,5,0,0,0,2,1,0
34611,10459.0015,0.25,0.35,95860.7,0.1,0,1,12,0.35,0,5,1,0,0,1,1,0
24392,12297.80363,0.18,0.26,100241.91,0.09,0,1,6,0.38,0,5,0,0,1,1,1,0
34069,14253.60206,0.24,0.24,117673.0,0.11,0,0,12,0.3,0,5,0,0,0,1,1,0
34465,2119.9265179999998,0.33,0.35,142525.65,0.11,0,1,12,0.35,2,5,0,0,1,1,1,0
5176,7154.645285,0.05,0.31,43971.7,0.22,0,1,12,0.35,0,5,1,0,0,1,1,2
38163,6724.465781,0.05,0.25,69384.96,0.1,0,2,12,0.38,1,5,0,0,1,2,1,0
11295,7358.927903,0.22,0.28,56358.18,0.09,0,2,12,0.38,0,5,1,1,0,2,1,0
6448,13567.66314,0.19,0.31,128233.85,0.07,0,1,12,0.35,0,5,1,0,1,1,1,1
13340,10001.63868,0.27,0.48,116664.75,0.11,0,1,12,0.35,0,5,0,0,0,1,1,0
50260,7957.580024,0.31,0.26,74355.93,0.13,0,2,12,0.38,0,5,1,0,0,1,1,1
1704,10113.6167,0.3,0.38,113437.0,0.11,0,0,12,0.3,0,0,1,0,0,2,1,0
9125,2560.9345940000003,0.26,0.33,54994.55,0.11,0,1,12,0.35,1,5,1,0,0,1,1,2
25594,4210.977672999999,0.24,0.26,83626.0,0.09,0,0,12,0.3,1,5,0,1,0,2,1,0
24044,1907.1419829999998,0.22,0.36,107164.0,0.1,0,0,12,0.3,2,5,1,1,0,1,1,1
41544,5460.981996,0.25,0.34,49293.6,0.1,0,1,12,0.35,0,5,1,0,1,1,1,1
53197,1788.9613559999998,0.28,0.42,114958.17,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
49269,2596.676195,0.21,0.29,138035.0,0.09,0,1,12,0.35,2,5,0,0,0,1,1,0
31147,5790.517401,0.24,0.29,127643.0,0.07,0,0,12,0.3,1,5,0,0,0,1,1,0
54981,4926.122359,0.27,0.3,99068.85,0.1,0,1,12,0.35,1,5,0,0,0,1,1,0
55678,10032.3467,0.25,0.3,89448.2,0.05,0,1,12,0.35,0,5,1,0,0,1,1,1
48222,12131.53481,0.25,0.29,96220.845,0.11,0,2,12,0.38,0,5,1,0,0,1,1,0
45226,8186.085951999999,0.28,0.34,77676.75,0.09,0,1,12,0.35,0,5,0,0,0,1,1,2
38712,12807.673920000001,0.26,0.35,117901.65,0.11,0,1,12,0.35,0,5,1,0,0,1,1,2
29589,11580.31466,0.25,0.29,99613.485,0.07,0,2,12,0.38,0,5,0,0,0,2,1,0
37684,1894.6268010000001,0.2,0.39,111789.0,0.06,0,0,12,0.3,2,5,1,0,0,1,1,0
30095,5842.4596,0.24,0.31,131669.05,0.1,0,1,12,0.35,1,5,0,0,0,1,1,0
32544,1669.198773,0.16,0.38,85310.95,0.11,0,1,12,0.35,2,5,0,0,0,2,1,0
56572,9894.151409999999,0.27,0.26,83896.02,0.07,0,2,12,0.38,0,5,1,1,0,2,1,1
18134,8310.256023,0.27,0.33,77323.35,0.08,0,1,12,0.35,0,5,1,0,0,2,1,2
20385,2973.4550329999997,0.26,0.27,28542.75,0.09,0,1,12,0.35,0,5,1,0,0,1,1,1
54045,5077.968332,0.34,0.27,50733.99,0.12,0,2,12,0.38,0,5,1,1,0,1,1,0
54504,10726.226929999999,0.26,0.23,81714.06,0.08,0,2,12,0.38,0,5,1,0,0,1,1,0
53655,5131.76532,0.23,0.2,105073.0,0.11,0,0,12,0.3,1,5,0,0,0,1,1,1
48741,2772.4965190000003,0.22,0.18,122381.0,0.14,0,0,12,0.3,2,5,1,0,0,1,0,0
38662,2402.276905,0.05,0.3,113694.48,0.09,0,2,12,0.38,2,5,0,0,0,1,0,0
44500,4090.331181,0.3,0.38,57803.985,0.09,0,2,12,0.38,1,5,0,1,0,1,1,0
9755,1037.781444,0.19,0.31,54366.6,0.11,0,1,12,0.35,2,5,1,0,0,1,1,2
32661,2043.835659,0.24,0.22,86997.2,0.12,0,1,12,0.35,2,5,1,1,0,1,1,2
48891,5361.049971,0.24,0.24,68523.12,0.11,0,2,12,0.38,1,5,0,0,0,0,1,2
30714,10817.317809999999,0.25,0.39,104401.485,0.11,0,2,12,0.38,0,5,0,0,0,1,1,0
6974,1017.5061199999999,0.25,0.33,56435.0,0.11,0,0,12,0.3,2,5,1,0,1,1,1,0
11152,7526.358167,0.28,0.26,109108.26,0.08,0,2,12,0.38,1,5,1,0,0,1,1,0
1144,11447.490609999999,0.05,0.29,67270.45,0.24,0,1,12,0.35,0,5,1,0,0,2,1,0
53306,1546.285439,0.29,0.3,79933.0,0.1,0,1,12,0.35,2,5,1,0,0,1,1,0
11995,7187.482444,0.24,0.23,57898.7,0.09,0,1,12,0.35,0,5,0,0,1,1,1,0
59024,2343.187865,0.32,0.27,123277.32,0.12,0,2,12,0.38,2,5,1,0,0,2,1,0
4633,5661.8373759999995,0.05,0.37,89865.25,0.19,0,1,12,0.35,1,5,1,0,0,1,1,0
10401,1633.212945,0.29,0.34,92922.35,0.06,0,1,12,0.35,2,5,1,0,0,1,1,0
26028,1663.694773,0.26,0.26,81528.525,0.09,0,2,12,0.38,2,5,1,0,0,2,1,0
2089,11749.92374,0.05,0.31,82370.7,0.23,0,1,12,0.35,0,5,1,1,0,2,1,0
7779,7850.987576,0.19,0.33,106629.9,0.07,1,1,12,0.35,1,3,1,0,0,2,1,0
15731,10054.56629,0.19,0.46,124930.0,0.12,0,0,12,0.3,0,5,0,0,0,1,1,0
10038,10525.3141,0.21,0.34,109710.0,0.12,0,0,12,0.3,0,5,1,0,0,1,0,0
51004,1416.09888,0.25,0.4,82184.31,0.12,0,2,12,0.38,2,5,0,0,0,1,1,0
38488,1638.767709,0.05,0.43,85427.325,0.07,0,2,12,0.38,2,5,0,0,0,1,1,1
22072,9077.013072,0.18,0.36,77990.25,0.09,0,1,12,0.35,0,5,1,0,0,1,1,2
21562,1958.483373,0.23,0.34,108100.0,0.1,0,0,12,0.3,2,5,1,0,0,1,1,1
35193,12354.73153,0.3,0.26,119300.05,0.13,0,1,12,0.35,0,5,1,0,0,1,1,0
38677,11829.32402,0.05,0.39,100047.825,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
6736,7177.931046,0.18,0.29,52544.88,0.1,0,2,12,0.38,0,5,0,0,0,2,1,0
16855,1195.91623,0.24,0.29,62981.0,0.08,0,0,12,0.3,2,5,0,0,0,1,0,0
58170,16266.710330000002,0.15,0.24,140618.0,0.09,0,0,12,0.3,0,2,0,0,0,2,0,0
34525,2454.976125,0.23,0.22,92826.495,0.12,0,2,12,0.38,2,5,1,0,0,2,1,0
38389,809.1556285,0.27,0.37,45617.1,0.09,0,1,12,0.35,2,5,1,0,0,1,1,1
42976,1114.126783,0.31,0.28,66866.7,0.09,0,1,12,0.35,2,5,1,0,0,2,0,0
22673,602.2012950000001,0.22,0.25,26646.075,0.13,0,2,12,0.38,2,5,1,0,0,1,1,0
5124,3419.926342,0.22,0.32,36007.0,0.09,0,0,12,0.3,0,5,1,0,0,1,1,0
55363,6067.493170000001,0.31,0.36,139927.4,0.11,0,1,12,0.35,1,5,1,0,0,1,1,1
8636,1817.274009,0.24,0.18,85665.0,0.08,0,0,12,0.3,2,5,1,0,0,2,0,2
58848,2926.428221,0.21,0.37,63912.0,0.12,0,0,12,0.3,1,2,0,1,0,0,1,1
40566,3983.190166,0.29,0.42,108031.0,0.09,0,0,12,0.3,1,5,1,0,0,1,1,0
41643,6938.240419,0.32,0.27,65889.15,0.09,0,1,12,0.35,0,5,1,1,0,2,1,0
25904,2453.782792,0.23,0.25,113282.75,0.06,0,1,12,0.35,2,5,1,0,0,1,1,2
33724,4156.180988,0.3,0.39,41109.255,0.11,0,2,12,0.38,0,5,0,0,1,2,1,0
7927,5370.221203,0.26,0.37,126336.0,0.11,0,0,12,0.3,1,5,1,0,0,1,1,0
3212,18481.762909999998,0.2,0.32,129489.75,0.23,0,2,12,0.38,0,5,1,0,0,1,1,0
5420,11291.04848,0.25,0.36,102027.15,0.13,0,2,12,0.38,0,5,1,0,0,1,1,0
49489,7523.628022,0.31,0.42,91310.58,0.11,0,2,12,0.38,0,5,1,0,0,2,1,0
5512,10008.97331,0.22,0.32,82810.55,0.12,0,1,12,0.35,0,5,0,1,0,1,1,1
9201,10573.00303,0.26,0.39,114793.0,0.08,0,0,12,0.3,0,5,1,0,0,2,1,0
56946,8717.092857,0.16,0.32,66245.4,0.08,0,2,12,0.38,0,5,1,1,0,1,0,0
58694,10420.15156,0.24,0.26,83311.2,0.09,0,2,12,0.38,0,5,0,0,0,1,1,0
13357,1559.86927,0.24,0.29,82148.0,0.08,0,0,12,0.3,2,5,0,0,0,1,0,2
57921,10558.63366,0.25,0.19,84399.0,0.09,0,0,12,0.3,0,2,1,0,0,1,0,1
58320,16213.889869999999,0.27,0.26,147519.8,0.15,0,1,12,0.35,0,5,1,0,0,2,1,0
42751,1337.315244,0.26,0.33,68673.6,0.11,0,1,12,0.35,2,5,1,0,0,1,1,2
32162,7139.564343999999,0.23,0.25,52689.375,0.1,0,2,12,0.38,0,5,1,0,0,1,1,0
2600,2209.598096,0.29,0.21,111946.0,0.08,0,0,12,0.3,2,5,0,1,0,0,1,0
49813,1482.70729,0.24,0.36,69850.08,0.11,0,2,12,0.38,2,5,1,0,0,1,1,0
12945,5570.2834,0.23,0.26,124420.0,0.1,0,0,12,0.3,1,5,1,0,0,1,1,0
19243,3577.955662,0.19,0.24,153510.5,0.07,0,1,12,0.35,2,5,0,0,0,1,1,0
7156,6315.652426,0.23,0.25,90005.85,0.13,0,2,12,0.38,1,5,0,0,0,2,0,0
27396,2074.012471,0.26,0.3,111591.0,0.11,0,0,12,0.3,2,5,0,0,0,2,1,0
56040,10497.35218,0.23,0.3,93749.04,0.12,0,2,12,0.38,0,5,1,0,1,0,1,1
12849,1635.65553,0.27,0.22,81631.0,0.08,0,0,12,0.3,2,5,0,0,1,2,1,2
12850,1687.4636239999998,0.27,0.22,77549.45,0.08,0,1,12,0.35,2,5,0,0,1,2,1,2
5285,2515.194993,0.2,0.3,82222.785,0.17,0,2,12,0.38,2,5,0,0,0,1,1,0
17643,1833.754045,0.27,0.39,106769.55,0.09,0,1,12,0.35,2,5,1,0,0,1,1,0
37173,1160.157363,0.25,0.42,70989.7,0.11,0,1,12,0.35,2,5,0,0,0,1,1,2
37683,20956.68325,0.05,0.18,114653.79,0.1,0,2,12,0.38,0,5,1,0,0,1,1,2
25847,13881.18244,0.33,0.3,135952.6,0.07,0,1,12,0.35,0,5,0,1,0,1,1,2
3328,12575.98503,0.05,0.37,98971.95,0.2,0,1,12,0.35,0,5,1,0,1,1,1,0
5950,1924.2245050000001,0.28,0.29,85482.045,0.12,0,2,12,0.38,2,5,1,0,0,1,1,2
7691,9898.63025,0.32,0.28,99086.0,0.08,0,0,12,0.3,0,5,1,0,0,1,0,0
15614,1735.497573,0.26,0.27,86212.215,0.09,0,2,12,0.38,2,5,1,0,0,1,1,0
5731,2574.7752170000003,0.17,0.22,115406.95,0.12,0,1,12,0.35,2,5,1,0,0,1,1,0
57530,1185.892432,0.33,0.27,60107.45,0.14,0,1,12,0.35,2,5,1,0,0,1,1,2
51900,3297.4270030000002,0.29,0.37,78723.0,0.14,0,0,12,0.3,1,5,1,0,0,1,1,0
54370,1664.695828,0.27,0.32,88370.235,0.11,0,2,12,0.38,2,5,1,0,0,2,1,0
2470,566.8736874,0.3,0.38,37609.0,0.11,0,0,12,0.3,2,5,1,0,0,1,1,1
21191,2108.518718,0.17,0.28,94069.0,0.06,0,1,12,0.35,2,5,0,0,0,1,1,1
